"neighbourhood","neighbourhood_group","room_type","price","minimum_nights","number_of_reviews"
"Hell's Kitchen","Manhattan","Entire home/apt",390,6,2
"Bedford-Stuyvesant","Brooklyn","Private room",60,3,21
"Williamsburg","Brooklyn","Entire home/apt",50,14,5
"Williamsburg","Brooklyn","Entire home/apt",350,3,83
"Sunnyside","Queens","Entire home/apt",100,30,2
"Highbridge","Bronx","Entire home/apt",75,30,50
"Flatbush","Brooklyn","Entire home/apt",67,30,1
"Upper West Side","Manhattan","Entire home/apt",2200,30,8
"Bushwick","Brooklyn","Private room",50,30,0
"Washington Heights","Manhattan","Private room",250,30,11
"Stuyvesant Town","Manhattan","Entire home/apt",65,30,61
"Morningside Heights","Manhattan","Private room",70,30,0
"Prospect Heights","Brooklyn","Private room",115,30,40
"Harlem","Manhattan","Entire home/apt",68,30,171
"Richmond Hill","Queens","Entire home/apt",149,3,10
"Chelsea","Manhattan","Private room",76,30,5
"Williamsburg","Brooklyn","Entire home/apt",500,2,15
"Williamsburg","Brooklyn","Private room",79,30,0
"Ditmars Steinway","Queens","Private room",40,28,4
"East Harlem","Manhattan","Private room",85,7,1
"Williamsburg","Brooklyn","Private room",90,2,4
"Theater District","Manhattan","Entire home/apt",399,30,8
"Tribeca","Manhattan","Entire home/apt",664,3,93
"Prospect Heights","Brooklyn","Private room",60,30,5
"Gramercy","Manhattan","Private room",99,30,0
"Bedford-Stuyvesant","Brooklyn","Private room",46,30,0
"Bedford-Stuyvesant","Brooklyn","Private room",48,5,3
"East Elmhurst","Queens","Entire home/apt",146,30,96
"Harlem","Manhattan","Entire home/apt",225,2,93
"University Heights","Bronx","Private room",75,1,11
"Upper East Side","Manhattan","Entire home/apt",50,30,4
"Bushwick","Brooklyn","Entire home/apt",140,30,2
"Prospect-Lefferts Gardens","Brooklyn","Entire home/apt",70,30,4
"Canarsie","Brooklyn","Entire home/apt",118,1,357
"Greenpoint","Brooklyn","Entire home/apt",263,3,38
"Williamsburg","Brooklyn","Entire home/apt",129,30,5
"Sunset Park","Brooklyn","Entire home/apt",1393,1,1
"Upper West Side","Manhattan","Entire home/apt",123,30,82
"Fort Greene","Brooklyn","Entire home/apt",150,7,4
"Boerum Hill","Brooklyn","Entire home/apt",950,3,0
"Ridgewood","Queens","Entire home/apt",220,30,0
"East Harlem","Manhattan","Private room",89,30,6
"Crown Heights","Brooklyn","Entire home/apt",163,3,0
"Prospect Heights","Brooklyn","Entire home/apt",200,3,3
"Clinton Hill","Brooklyn","Private room",55,30,2
"Astoria","Queens","Private room",40,31,0
"Clinton Hill","Brooklyn","Entire home/apt",427,30,11
"Financial District","Manhattan","Entire home/apt",250,30,6
"Wakefield","Bronx","Entire home/apt",125,2,3
"Briarwood","Queens","Entire home/apt",80,14,1
"West Village","Manhattan","Entire home/apt",195,30,2
"Harlem","Manhattan","Entire home/apt",116,2,4
"Williamsburg","Brooklyn","Entire home/apt",999,30,0
"Sunset Park","Brooklyn","Private room",75,3,12
"Sunnyside","Queens","Private room",65,30,45
"East Flatbush","Brooklyn","Private room",28,30,0
"Park Slope","Brooklyn","Entire home/apt",179,30,15
"Crown Heights","Brooklyn","Entire home/apt",300,30,10
"Bushwick","Brooklyn","Private room",91,1,102
"Williamsburg","Brooklyn","Entire home/apt",169,4,33
"Crown Heights","Brooklyn","Entire home/apt",80,30,0
"Bedford-Stuyvesant","Brooklyn","Entire home/apt",275,30,0
"Bedford-Stuyvesant","Brooklyn","Private room",70,30,3
"Murray Hill","Manhattan","Entire home/apt",145,30,4
"Norwood","Bronx","Private room",40,30,1
"Upper East Side","Manhattan","Entire home/apt",127,30,0
"Chelsea","Manhattan","Entire home/apt",105,7,0
"Midtown","Manhattan","Entire home/apt",225,2,0
"Clinton Hill","Brooklyn","Private room",157,2,0
"Hell's Kitchen","Manhattan","Private room",360,1,0
"Washington Heights","Manhattan","Private room",75,2,1
"Hell's Kitchen","Manhattan","Private room",113,3,0
"Midtown","Manhattan","Entire home/apt",130,7,0
"Bedford-Stuyvesant","Brooklyn","Entire home/apt",686,30,81
"DUMBO","Brooklyn","Entire home/apt",385,2,16
"Bedford-Stuyvesant","Brooklyn","Entire home/apt",79,2,0
"Upper East Side","Manhattan","Entire home/apt",150,30,0
"Inwood","Manhattan","Entire home/apt",83,30,2
"South Slope","Brooklyn","Entire home/apt",606,3,13
"Chinatown","Manhattan","Entire home/apt",154,30,23
"Hell's Kitchen","Manhattan","Entire home/apt",175,30,21
"Elmhurst","Queens","Private room",58,6,105
"Hell's Kitchen","Manhattan","Private room",85,30,0
"Clinton Hill","Brooklyn","Entire home/apt",170,30,3
"Hell's Kitchen","Manhattan","Entire home/apt",599,30,0
"East Village","Manhattan","Private room",200,1,2
"Greenpoint","Brooklyn","Private room",55,35,1
"Midtown","Manhattan","Entire home/apt",400,30,0
"Harlem","Manhattan","Entire home/apt",187,30,0
"Clifton","Staten Island","Entire home/apt",75,30,1
"Tribeca","Manhattan","Entire home/apt",250,30,13
"Sunset Park","Brooklyn","Private room",45,1,13
"Bushwick","Brooklyn","Private room",45,30,0
"Williamsburg","Brooklyn","Entire home/apt",145,5,73
"Harlem","Manhattan","Private room",60,5,10
"Williamsburg","Brooklyn","Private room",199,7,7
"Harlem","Manhattan","Private room",49,30,1
"Fresh Meadows","Queens","Private room",42,1,45
"Corona","Queens","Private room",55,1,13
"Bedford-Stuyvesant","Brooklyn","Entire home/apt",325,6,0
"East Village","Manhattan","Entire home/apt",139,30,3
"Williamsburg","Brooklyn","Private room",124,30,0
"Greenpoint","Brooklyn","Entire home/apt",75,3,7
"Williamsburg","Brooklyn","Entire home/apt",150,30,11
"Belle Harbor","Queens","Entire home/apt",200,30,67
"Upper East Side","Manhattan","Entire home/apt",128,30,12
"Fresh Meadows","Queens","Entire home/apt",110,2,53
"Flushing","Queens","Private room",54,30,0
"Cypress Hills","Brooklyn","Entire home/apt",130,4,17
"Ditmars Steinway","Queens","Entire home/apt",95,3,117
"Greenwich Village","Manhattan","Entire home/apt",200,30,0
"Cypress Hills","Brooklyn","Private room",65,30,2
"Crown Heights","Brooklyn","Private room",75,30,2
"Upper West Side","Manhattan","Entire home/apt",179,30,4
"East Elmhurst","Queens","Private room",650,31,0
"Tribeca","Manhattan","Entire home/apt",165,30,0
"Bushwick","Brooklyn","Private room",25,30,4
"Longwood","Bronx","Private room",1000,1,0
"Chelsea","Manhattan","Entire home/apt",550,30,10
"Bushwick","Brooklyn","Private room",75,30,1
"Williamsburg","Brooklyn","Private room",85,30,71
"Williamsburg","Brooklyn","Entire home/apt",100,30,13
"Bay Ridge","Brooklyn","Entire home/apt",97,1,92
"Clinton Hill","Brooklyn","Entire home/apt",125,30,1
"East Village","Manhattan","Private room",100,30,0
"Sheepshead Bay","Brooklyn","Entire home/apt",159,3,31
"Ditmars Steinway","Queens","Entire home/apt",90,30,16
"South Slope","Brooklyn","Entire home/apt",125,30,149
"East Harlem","Manhattan","Private room",55,1,22
"Long Island City","Queens","Entire home/apt",180,30,1
"Bushwick","Brooklyn","Private room",100,30,0
"Morningside Heights","Manhattan","Entire home/apt",100,30,1
"West Village","Manhattan","Entire home/apt",267,30,5
"East Harlem","Manhattan","Private room",82,2,7
"Midwood","Brooklyn","Private room",70,30,8
"Clinton Hill","Brooklyn","Entire home/apt",73,30,7
"Lower East Side","Manhattan","Private room",70,30,11
"Harlem","Manhattan","Private room",100,30,0
"Chelsea","Manhattan","Entire home/apt",200,30,4
"East Village","Manhattan","Entire home/apt",200,30,0
"Upper East Side","Manhattan","Entire home/apt",234,1,46
"Bushwick","Brooklyn","Private room",40,30,1
"Ridgewood","Queens","Private room",50,30,0
"Prospect-Lefferts Gardens","Brooklyn","Private room",55,1,59
"Greenpoint","Brooklyn","Private room",80,30,30
"Williamsburg","Brooklyn","Entire home/apt",180,30,3
"Greenpoint","Brooklyn","Private room",81,7,0
"Chelsea","Manhattan","Entire home/apt",188,2,170
"East Village","Manhattan","Private room",157,30,3
"Chinatown","Manhattan","Shared room",60,1,119
"Harlem","Manhattan","Entire home/apt",100,30,0
"Brighton Beach","Brooklyn","Entire home/apt",80,30,3
"East Harlem","Manhattan","Private room",45,30,1
"Bedford-Stuyvesant","Brooklyn","Entire home/apt",245,30,8
"Long Island City","Queens","Entire home/apt",95,30,7
"Bedford-Stuyvesant","Brooklyn","Entire home/apt",198,30,4
"Bushwick","Brooklyn","Private room",302,1,28
"Bushwick","Brooklyn","Entire home/apt",100,30,8
"East Village","Manhattan","Entire home/apt",75,30,0
"Morningside Heights","Manhattan","Entire home/apt",129,30,1
"Williamsburg","Brooklyn","Private room",70,2,74
"Upper East Side","Manhattan","Private room",60,60,1
"Maspeth","Queens","Entire home/apt",149,1,16
"Murray Hill","Manhattan","Entire home/apt",221,30,2
"Williamsburg","Brooklyn","Entire home/apt",199,30,6
"Hell's Kitchen","Manhattan","Entire home/apt",314,30,0
"Upper East Side","Manhattan","Entire home/apt",450,30,0
"Midtown","Manhattan","Private room",799,3,3
"Elmhurst","Queens","Private room",72,1,2
"Harlem","Manhattan","Entire home/apt",115,1,269
"Upper East Side","Manhattan","Private room",100,5,0
"Harlem","Manhattan","Private room",75,30,45
"Springfield Gardens","Queens","Entire home/apt",180,1,0
"West Village","Manhattan","Entire home/apt",139,30,0
"Bedford-Stuyvesant","Brooklyn","Entire home/apt",242,2,72
"Fieldston","Bronx","Private room",119,1,28
"Harlem","Manhattan","Private room",35,30,0
"Jamaica Estates","Queens","Private room",45,5,74
"Harlem","Manhattan","Entire home/apt",130,30,12
"Howard Beach","Queens","Private room",50,3,0
"Midtown","Manhattan","Private room",95,30,15
"Canarsie","Brooklyn","Entire home/apt",90,2,12
"Bedford-Stuyvesant","Brooklyn","Private room",29,1,27
"Hell's Kitchen","Manhattan","Entire home/apt",150,30,11
"Kensington","Brooklyn","Entire home/apt",85,30,1
"Roosevelt Island","Manhattan","Private room",67,30,5
"West Village","Manhattan","Entire home/apt",125,30,0
"Greenwich Village","Manhattan","Entire home/apt",300,30,3
"South Slope","Brooklyn","Private room",70,30,9
"Upper East Side","Manhattan","Entire home/apt",250,30,0
"Sheepshead Bay","Brooklyn","Entire home/apt",75,7,1
"East Flatbush","Brooklyn","Shared room",40,1,0
"Hell's Kitchen","Manhattan","Entire home/apt",282,30,0
"Upper East Side","Manhattan","Entire home/apt",199,30,2
"Bushwick","Brooklyn","Entire home/apt",89,7,132
"Bedford-Stuyvesant","Brooklyn","Entire home/apt",143,2,64
"Williamsburg","Brooklyn","Entire home/apt",70,30,0
"Clinton Hill","Brooklyn","Entire home/apt",172,3,51
"Upper West Side","Manhattan","Entire home/apt",150,30,1
"Upper West Side","Manhattan","Entire home/apt",550,30,30
"Bushwick","Brooklyn","Entire home/apt",308,1,22
"Williamsburg","Brooklyn","Entire home/apt",280,7,0
"Bushwick","Brooklyn","Entire home/apt",200,30,0
"Bedford-Stuyvesant","Brooklyn","Private room",51,35,1
"Astoria","Queens","Entire home/apt",120,30,179
"Hell's Kitchen","Manhattan","Entire home/apt",138,30,5
"Columbia St","Brooklyn","Entire home/apt",150,30,1
"Inwood","Manhattan","Entire home/apt",125,30,5
"Bedford-Stuyvesant","Brooklyn","Private room",30,30,2
"Bushwick","Brooklyn","Entire home/apt",100,30,42
"Greenpoint","Brooklyn","Entire home/apt",96,30,0
"East New York","Brooklyn","Entire home/apt",90,30,58
"Bushwick","Brooklyn","Private room",32,3,0
"Canarsie","Brooklyn","Private room",30,2,93
"Williamsburg","Brooklyn","Private room",65,30,1
"Hell's Kitchen","Manhattan","Entire home/apt",100,30,5
"Midtown","Manhattan","Shared room",65,30,0
"Williamsburg","Brooklyn","Private room",85,30,8
"Fort Greene","Brooklyn","Entire home/apt",220,2,1
"Upper West Side","Manhattan","Private room",90,4,128
"West Village","Manhattan","Entire home/apt",283,30,0
"Bedford-Stuyvesant","Brooklyn","Entire home/apt",70,4,30
"East Harlem","Manhattan","Private room",83,30,0
"Williamsburg","Brooklyn","Private room",60,30,17
"Harlem","Manhattan","Entire home/apt",414,2,13
"Chelsea","Manhattan","Entire home/apt",250,30,3
"Clinton Hill","Brooklyn","Private room",40,30,7
"Hell's Kitchen","Manhattan","Entire home/apt",257,30,0
"Cambria Heights","Queens","Private room",35,30,110
"Sheepshead Bay","Brooklyn","Private room",31,30,0
"Murray Hill","Manhattan","Shared room",34,3,16
"Belmont","Bronx","Private room",250,1,0
"Astoria","Queens","Entire home/apt",90,30,0
"Harlem","Manhattan","Private room",79,1,10
"East New York","Brooklyn","Private room",40,30,20
"Bushwick","Brooklyn","Private room",55,30,0
"Long Island City","Queens","Entire home/apt",150,2,0
"Ridgewood","Queens","Private room",60,1,1
"Ridgewood","Queens","Private room",45,1,38
"West Village","Manhattan","Entire home/apt",407,30,0
"Bedford-Stuyvesant","Brooklyn","Entire home/apt",89,1,25
"Long Island City","Queens","Entire home/apt",90,31,0
"Bedford-Stuyvesant","Brooklyn","Private room",77,30,3
"Upper West Side","Manhattan","Entire home/apt",110,1,6
"Harlem","Manhattan","Private room",68,30,5
"East Village","Manhattan","Private room",89,30,24
"Greenpoint","Brooklyn","Entire home/apt",263,3,25
"Washington Heights","Manhattan","Entire home/apt",200,30,3
"Fort Greene","Brooklyn","Entire home/apt",90,3,5
"Crown Heights","Brooklyn","Shared room",48,1,75
"Harlem","Manhattan","Entire home/apt",150,30,92
"Greenpoint","Brooklyn","Entire home/apt",255,5,1
"Bedford-Stuyvesant","Brooklyn","Shared room",29,30,2
"Park Slope","Brooklyn","Entire home/apt",226,30,0
"Hell's Kitchen","Manhattan","Entire home/apt",280,30,0
"Inwood","Manhattan","Entire home/apt",160,30,16
"Greenpoint","Brooklyn","Entire home/apt",120,30,21
"Murray Hill","Manhattan","Entire home/apt",135,30,0
"Flatbush","Brooklyn","Private room",60,4,3
"SoHo","Manhattan","Hotel room",250,1,84
"East Harlem","Manhattan","Entire home/apt",160,30,8
"Greenpoint","Brooklyn","Private room",75,30,0
"Murray Hill","Manhattan","Entire home/apt",109,30,0
"Midtown","Manhattan","Entire home/apt",149,4,2
"Upper West Side","Manhattan","Entire home/apt",180,30,2
"Bushwick","Brooklyn","Private room",85,2,103
"Little Italy","Manhattan","Entire home/apt",180,30,4
"Financial District","Manhattan","Entire home/apt",171,30,1
"SoHo","Manhattan","Private room",251,5,50
"Ditmars Steinway","Queens","Private room",69,30,0
"Washington Heights","Manhattan","Private room",36,2,1
"Carroll Gardens","Brooklyn","Private room",100,3,29
"East Village","Manhattan","Entire home/apt",295,30,12
"East Village","Manhattan","Entire home/apt",189,5,3
"Midtown","Manhattan","Private room",70,2,0
"Financial District","Manhattan","Entire home/apt",231,30,0
"Ditmars Steinway","Queens","Entire home/apt",136,1,77
"Midtown","Manhattan","Entire home/apt",263,30,0
"Greenpoint","Brooklyn","Private room",90,30,13
"Greenpoint","Brooklyn","Private room",60,2,0
"Ridgewood","Queens","Private room",47,35,0
"Queens Village","Queens","Private room",30,2,1
"Morningside Heights","Manhattan","Entire home/apt",186,30,0
"Financial District","Manhattan","Entire home/apt",170,14,3
"Brooklyn Heights","Brooklyn","Entire home/apt",280,30,122
"Bedford-Stuyvesant","Brooklyn","Private room",34,30,0
"Bedford-Stuyvesant","Brooklyn","Private room",60,30,16
"Upper West Side","Manhattan","Private room",54,30,1
"Elmhurst","Queens","Private room",85,30,1
"East Harlem","Manhattan","Private room",50,30,15
"Sunnyside","Queens","Entire home/apt",138,30,11
"East Morrisania","Bronx","Private room",65,2,86
"Hell's Kitchen","Manhattan","Entire home/apt",210,30,2
"Harlem","Manhattan","Private room",30,30,1
"Long Island City","Queens","Private room",131,2,35
"Murray Hill","Manhattan","Private room",221,30,0
"Crown Heights","Brooklyn","Private room",40,30,0
"Williamsburg","Brooklyn","Private room",225,1,1
"Tribeca","Manhattan","Entire home/apt",318,2,173
"West Village","Manhattan","Entire home/apt",275,2,17
"East Village","Manhattan","Entire home/apt",398,30,3
"Kips Bay","Manhattan","Entire home/apt",99,30,3
"Bushwick","Brooklyn","Private room",40,30,2
"Midtown","Manhattan","Private room",550,30,4
"Dongan Hills","Staten Island","Entire home/apt",70,3,40
"Washington Heights","Manhattan","Private room",40,30,2
"Harlem","Manhattan","Private room",90,30,24
"Ridgewood","Queens","Entire home/apt",91,60,120
"Hell's Kitchen","Manhattan","Private room",139,30,0
"Harlem","Manhattan","Private room",85,30,3
"Ridgewood","Queens","Entire home/apt",81,30,11
"Prospect Heights","Brooklyn","Entire home/apt",370,14,2
"Bedford-Stuyvesant","Brooklyn","Entire home/apt",91,30,61
"Woodside","Queens","Private room",35,30,0
"Upper East Side","Manhattan","Shared room",62,30,124
"Crown Heights","Brooklyn","Entire home/apt",225,30,0
"West Village","Manhattan","Entire home/apt",250,30,0
"Bushwick","Brooklyn","Entire home/apt",159,3,244
"Prospect-Lefferts Gardens","Brooklyn","Private room",26,1,117
"Greenpoint","Brooklyn","Entire home/apt",115,30,7
"Bedford-Stuyvesant","Brooklyn","Private room",55,30,3
"Crown Heights","Brooklyn","Entire home/apt",155,2,4
"Throgs Neck","Bronx","Private room",105,30,1
"Williamsburg","Brooklyn","Entire home/apt",80,90,4
"Brooklyn Heights","Brooklyn","Entire home/apt",80,30,10
"East Village","Manhattan","Private room",138,30,0
"Theater District","Manhattan","Entire home/apt",70,120,0
"Belle Harbor","Queens","Private room",225,30,42
"Harlem","Manhattan","Entire home/apt",186,2,174
"Bedford-Stuyvesant","Brooklyn","Private room",44,30,0
"Woodside","Queens","Private room",39,3,39
"South Slope","Brooklyn","Private room",80,30,8
"Williamsburg","Brooklyn","Entire home/apt",175,30,3
"Flushing","Queens","Private room",54,1,51
"Harlem","Manhattan","Private room",55,30,13
"Lower East Side","Manhattan","Entire home/apt",438,30,15
"Harlem","Manhattan","Private room",48,30,0
"SoHo","Manhattan","Private room",120,30,84
"Harlem","Manhattan","Private room",53,30,90
"Upper West Side","Manhattan","Entire home/apt",200,30,0
"Upper West Side","Manhattan","Entire home/apt",225,30,11
"New Springville","Staten Island","Entire home/apt",251,5,4
"Crown Heights","Brooklyn","Entire home/apt",85,7,3
"Jamaica","Queens","Private room",55,3,0
"Chelsea","Manhattan","Entire home/apt",75,10,8
"Williamsburg","Brooklyn","Entire home/apt",100,30,0
"Harlem","Manhattan","Entire home/apt",257,4,123
"Crown Heights","Brooklyn","Entire home/apt",150,30,2
